Cidade Considerada;Regiao Administrativa;Ano Obito;Mes Obito;Mes Descricao;Sexo;Turno;Tipo Acidente;Tipo Veiculo;Faixa Etaria;Idade;Hora Acidente;Tipo Vitima;Tipo Local do Acidente;Dia Semana;Tipo de Via;LAT_(geo);LONG_(geo);Rua / Rodovia
SAO PAULO;Metropolitana de Sao Paulo;2015;8;AGOSTO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;50-54;54;;PEDESTRE;PUBLICO;SABADO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;8;AGOSTO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;40-44;44;;PEDESTRE;PUBLICO;QUARTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;8;AGOSTO;MASCULINO;MADRUGADA;COLISAO;AUTOMOVEL;50-54;50;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;9;SETEMBRO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;40-44;44;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;9;SETEMBRO;MASCULINO;MANHA;COLISAO;MOTOCICLETA;50-54;50;;PASSAGEIRO;PUBLICO;TERCA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;9;SETEMBRO;MASCULINO;MANHA;COLISAO;MOTOCICLETA;18-24;22;;CONDUTOR;PUBLICO;TERCA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;9;SETEMBRO;MASCULINO;MANHA;COLISAO;MOTOCICLETA;25-29;28;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;9;SETEMBRO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;25-29;28;;CONDUTOR;PUBLICO;TERCA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;9;SETEMBRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;70-74;71;;PEDESTRE;PUBLICO;SABADO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;10;OUTUBRO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;35-39;38;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;10;OUTUBRO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;18-24;23;;CONDUTOR;PUBLICO;QUARTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;1;JANEIRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;50-54;51;;PEDESTRE;PUBLICO;QUARTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;1;JANEIRO;FEMININO;TARDE;CHOQUE;AUTOMOVEL;70-74;74;;CONDUTOR;PUBLICO;SABADO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;2;FEVEREIRO;MASCULINO;MANHA;COLISAO;MOTOCICLETA;55-59;57;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;3;MARCO;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;55-59;55;;PEDESTRE;PUBLICO;QUINTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;6;JUNHO;NAO DISPONIVEL;TARDE;ATROPELAMENTO;PEDESTRE;80 ou mais;83;;PEDESTRE;PUBLICO;QUARTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;7;JULHO;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;50-54;52;;PEDESTRE;PUBLICO;SEXTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;7;JULHO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;70-74;73;;PEDESTRE;PUBLICO;QUINTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;7;JULHO;MASCULINO;MADRUGADA;CHOQUE;AUTOMOVEL;30-34;32;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;9;SETEMBRO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;0-17;13;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;10;OUTUBRO;MASCULINO;MADRUGADA;COLISAO;AUTOMOVEL;0-17;15;;PASSAGEIRO;PUBLICO;DOMINGO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;10;OUTUBRO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;80 ou mais;80;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;10;OUTUBRO;MASCULINO;MANHA;CHOQUE;MOTOCICLETA;40-44;41;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;6;JUNHO;FEMININO;MANHA;ATROPELAMENTO;PEDESTRE;80 ou mais;82;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;9;SETEMBRO;MASCULINO;MANHA;COLISAO;AUTOMOVEL;50-54;50;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;6;JUNHO;MASCULINO;MANHA;OUTROS;CAMINHAO;55-59;58;;CONDUTOR;PUBLICO;TERCA;Rodovias;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;6;JUNHO;MASCULINO;TARDE;COLISAO;AUTOMOVEL;50-54;52;;CONDUTOR;PUBLICO;TERCA;Rodovias;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;7;JULHO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;65-69;65;;PEDESTRE;PUBLICO;QUARTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;8;AGOSTO;FEMININO;TARDE;COLISAO;MOTOCICLETA;18-24;20;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;2;FEVEREIRO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;18-24;18;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;4;ABRIL;MASCULINO;MADRUGADA;NAO DISPONIVEL;NAO DISPONIVEL;0-17;17;;NAO DISPONIVEL;NAO DISPONIVEL;SABADO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;6;JUNHO;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;30-34;32;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;6;JUNHO;MASCULINO;NOITE;COLISAO;NAO DISPONIVEL;30-34;32;;NAO DISPONIVEL;PUBLICO;DOMINGO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;7;JULHO;MASCULINO;NOITE;CHOQUE;AUTOMOVEL;50-54;52;;CONDUTOR;PUBLICO;SABADO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;7;JULHO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;35-39;35;;CONDUTOR;PUBLICO;QUARTA;Rodovias;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;10;OUTUBRO;MASCULINO;TARDE;ATROPELAMENTO;NAO DISPONIVEL;55-59;56;;NAO DISPONIVEL;NAO DISPONIVEL;TERCA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;10;OUTUBRO;MASCULINO;TARDE;NAO DISPONIVEL;NAO DISPONIVEL;40-44;40;;NAO DISPONIVEL;NAO DISPONIVEL;SABADO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;10;OUTUBRO;FEMININO;MANHA;ATROPELAMENTO;PEDESTRE;80 ou mais;86;;PEDESTRE;PUBLICO;QUINTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;1;JANEIRO;MASCULINO;NOITE;OUTROS;MOTOCICLETA;18-24;21;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;4;ABRIL;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;60-64;60;;PEDESTRE;PRIVADO;QUINTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;8;AGOSTO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;80 ou mais;89;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;;;
EMBU DAS ARTES;Metropolitana de Sao Paulo;2015;3;MARCO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;45-49;48;;PEDESTRE;PUBLICO;SEXTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;7;JULHO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;40-44;44;;PEDESTRE;PUBLICO;QUINTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;5;MAIO;MASCULINO;TARDE;NAO DISPONIVEL;MOTOCICLETA;25-29;26;;CONDUTOR;PUBLICO;QUARTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;1;JANEIRO;MASCULINO;MADRUGADA;OUTROS;MOTOCICLETA;18-24;19;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;2;FEVEREIRO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;18-24;22;;PASSAGEIRO;PUBLICO;SEGUNDA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;2;FEVEREIRO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;NAO DISPONIVEL;;PEDESTRE;PUBLICO;TERCA;Rodovias;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;3;MARCO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;35-39;37;;PEDESTRE;PUBLICO;SEXTA;Rodovias;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;3;MARCO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;25-29;25;;CONDUTOR;PUBLICO;QUARTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;4;ABRIL;MASCULINO;MADRUGADA;CHOQUE;AUTOMOVEL;25-29;28;;PASSAGEIRO;PUBLICO;SABADO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;4;ABRIL;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;45-49;48;;PEDESTRE;PUBLICO;SABADO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;4;ABRIL;MASCULINO;MANHA;COLISAO;MOTOCICLETA;35-39;35;;PASSAGEIRO;PUBLICO;SABADO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;3;MARCO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;75-79;76;;PEDESTRE;PUBLICO;DOMINGO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;7;JULHO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;18-24;20;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;5;MAIO;MASCULINO;NAO DISPONIVEL;COLISAO;MOTOCICLETA;25-29;25;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;6;JUNHO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;80 ou mais;88;;PEDESTRE;PUBLICO;SABADO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;6;JUNHO;MASCULINO;NOITE;COLISAO;PEDESTRE;30-34;30;;PEDESTRE;PUBLICO;QUINTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;7;JULHO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;70-74;72;;PEDESTRE;PUBLICO;QUINTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;7;JULHO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;40-44;40;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;9;SETEMBRO;MASCULINO;MADRUGADA;CHOQUE;AUTOMOVEL;18-24;21;;PASSAGEIRO;PUBLICO;SABADO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;9;SETEMBRO;MASCULINO;MADRUGADA;CHOQUE;AUTOMOVEL;18-24;22;;PASSAGEIRO;PUBLICO;SABADO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;9;SETEMBRO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;18-24;19;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;9;SETEMBRO;MASCULINO;TARDE;OUTROS;AUTOMOVEL;18-24;22;;PASSAGEIRO;PUBLICO;DOMINGO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;9;SETEMBRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;NAO DISPONIVEL;;PEDESTRE;PUBLICO;SEGUNDA;Rodovias;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;9;SETEMBRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;NAO DISPONIVEL;;PEDESTRE;PUBLICO;QUARTA;Rodovias;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;10;OUTUBRO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;50-54;53;;PEDESTRE;PUBLICO;DOMINGO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;7;JULHO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;70-74;70;;PEDESTRE;PUBLICO;DOMINGO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;7;JULHO;MASCULINO;TARDE;NAO DISPONIVEL;NAO DISPONIVEL;18-24;23;;NAO DISPONIVEL;PUBLICO;SEXTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;7;JULHO;MASCULINO;NOITE;OUTROS;AUTOMOVEL;55-59;58;;CONDUTOR;PRIVADO;TERCA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;7;JULHO;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;65-69;67;;PEDESTRE;PUBLICO;SEXTA;Vias Municipais;;;
GUARULHOS;Metropolitana de Sao Paulo;2015;8;AGOSTO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;40-44;43;;PEDESTRE;PUBLICO;DOMINGO;Rodovias;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;7;JULHO;MASCULINO;MADRUGADA;OUTROS;MOTOCICLETA;18-24;24;;PASSAGEIRO;PUBLICO;DOMINGO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;7;JULHO;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;60-64;60;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;7;JULHO;MASCULINO;MANHA;NAO DISPONIVEL;NAO DISPONIVEL;25-29;28;;NAO DISPONIVEL;NAO DISPONIVEL;SEGUNDA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;8;AGOSTO;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;0-17;3;;PEDESTRE;PUBLICO;SABADO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;8;AGOSTO;MASCULINO;MADRUGADA;NAO DISPONIVEL;NAO DISPONIVEL;18-24;18;;NAO DISPONIVEL;NAO DISPONIVEL;SEGUNDA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;8;AGOSTO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;40-44;40;;CONDUTOR;PUBLICO;TERCA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;8;AGOSTO;MASCULINO;TARDE;OUTROS;MOTOCICLETA;18-24;20;;PASSAGEIRO;PUBLICO;QUINTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;3;MARCO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;0-17;3;;PEDESTRE;PUBLICO;SEXTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;3;MARCO;MASCULINO;TARDE;OUTROS;MOTOCICLETA;40-44;41;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;4;ABRIL;FEMININO;NAO DISPONIVEL;ATROPELAMENTO;PEDESTRE;70-74;71;;PEDESTRE;PUBLICO;QUINTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;5;MAIO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;35-39;36;;CONDUTOR;PUBLICO;SABADO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;8;AGOSTO;FEMININO;MANHA;OUTROS;ONIBUS;40-44;43;;PASSAGEIRO;PUBLICO;QUINTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;6;JUNHO;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;60-64;61;;PEDESTRE;PUBLICO;QUINTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;6;JUNHO;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;NAO DISPONIVEL;;PEDESTRE;PUBLICO;TERCA;Vias Municipais;;;
SANTO ANDRE;Metropolitana de Sao Paulo;2015;1;JANEIRO;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;75-79;76;;PEDESTRE;PUBLICO;SEXTA;Vias Municipais;;;
SANTO ANDRE;Metropolitana de Sao Paulo;2015;1;JANEIRO;FEMININO;MADRUGADA;CHOQUE;AUTOMOVEL;35-39;36;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;
SANTO ANDRE;Metropolitana de Sao Paulo;2015;1;JANEIRO;MASCULINO;MANHA;NAO DISPONIVEL;NAO DISPONIVEL;18-24;20;;NAO DISPONIVEL;NAO DISPONIVEL;DOMINGO;Vias Municipais;;;
SANTO ANDRE;Metropolitana de Sao Paulo;2015;3;MARCO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;75-79;79;;PEDESTRE;PUBLICO;SEXTA;Vias Municipais;;;
SANTO ANDRE;Metropolitana de Sao Paulo;2015;4;ABRIL;FEMININO;NOITE;COLISAO;AUTOMOVEL;75-79;75;;PASSAGEIRO;PUBLICO;SABADO;Vias Municipais;;;
SANTO ANDRE;Metropolitana de Sao Paulo;2015;5;MAIO;MASCULINO;MADRUGADA;CHOQUE;MOTOCICLETA;35-39;35;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;
SANTO ANDRE;Metropolitana de Sao Paulo;2015;6;JUNHO;MASCULINO;TARDE;OUTROS;AUTOMOVEL;70-74;72;;CONDUTOR;PUBLICO;TERCA;Vias Municipais;;;
SANTO ANDRE;Metropolitana de Sao Paulo;2015;8;AGOSTO;MASCULINO;TARDE;OUTROS;MOTOCICLETA;35-39;36;;CONDUTOR;PUBLICO;SABADO;Vias Municipais;;;
SANTO ANDRE;Metropolitana de Sao Paulo;2015;7;JULHO;MASCULINO;TARDE;CHOQUE;MOTOCICLETA;18-24;24;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;
SANTO ANDRE;Metropolitana de Sao Paulo;2015;8;AGOSTO;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;45-49;49;;CONDUTOR;PUBLICO;SABADO;Vias Municipais;;;
MAUA;Metropolitana de Sao Paulo;2015;9;SETEMBRO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;18-24;18;;PEDESTRE;PUBLICO;SABADO;Vias Municipais;;;
MAUA;Metropolitana de Sao Paulo;2015;10;OUTUBRO;MASCULINO;NAO DISPONIVEL;CHOQUE;AUTOMOVEL;45-49;49;;PASSAGEIRO;PUBLICO;SABADO;Nao Disponivel;;;
MAUA;Metropolitana de Sao Paulo;2015;10;OUTUBRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;0-17;7;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;;;
SANTO ANDRE;Metropolitana de Sao Paulo;2015;8;AGOSTO;MASCULINO;TARDE;COLISAO;MOTOCICLETA;18-24;24;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;;;
SAO BERNARDO DO CAMPO;Metropolitana de Sao Paulo;2015;2;FEVEREIRO;MASCULINO;MANHA;COLISAO;AUTOMOVEL;18-24;21;;CONDUTOR;PUBLICO;SEGUNDA;Rodovias;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;1;JANEIRO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;25-29;28;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;2;FEVEREIRO;MASCULINO;MADRUGADA;NAO DISPONIVEL;NAO DISPONIVEL;18-24;20;;NAO DISPONIVEL;NAO DISPONIVEL;SEGUNDA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;1;JANEIRO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;65-69;67;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;2;FEVEREIRO;FEMININO;MADRUGADA;ATROPELAMENTO;PEDESTRE;40-44;40;;PEDESTRE;PUBLICO;SABADO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;3;MARCO;MASCULINO;MADRUGADA;NAO DISPONIVEL;NAO DISPONIVEL;25-29;27;;NAO DISPONIVEL;NAO DISPONIVEL;DOMINGO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;3;MARCO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;35-39;37;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;3;MARCO;FEMININO;NOITE;COLISAO;MOTOCICLETA;75-79;75;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;6;JUNHO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;50-54;53;;PEDESTRE;PUBLICO;SABADO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;6;JUNHO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;40-44;43;;PEDESTRE;PUBLICO;QUINTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;6;JUNHO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;25-29;28;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;7;JULHO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;30-34;33;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;7;JULHO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;40-44;44;;PEDESTRE;PUBLICO;QUINTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;7;JULHO;MASCULINO;TARDE;CHOQUE;AUTOMOVEL;40-44;42;;CONDUTOR;PUBLICO;SABADO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;7;JULHO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;55-59;59;;PEDESTRE;PUBLICO;SABADO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;8;AGOSTO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;18-24;19;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;4;ABRIL;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;25-29;25;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;4;ABRIL;MASCULINO;NOITE;COLISAO;MOTOCICLETA;30-34;30;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;3;MARCO;MASCULINO;MANHA;OUTROS;MOTOCICLETA;18-24;24;;CONDUTOR;PUBLICO;SABADO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;3;MARCO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;50-54;50;;PEDESTRE;PUBLICO;DOMINGO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;6;JUNHO;MASCULINO;MADRUGADA;COLISAO;AUTOMOVEL;45-49;45;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;7;JULHO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;40-44;43;;PEDESTRE;PUBLICO;SABADO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;4;ABRIL;MASCULINO;NOITE;COLISAO;MOTOCICLETA;18-24;19;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;5;MAIO;MASCULINO;NOITE;CHOQUE;AUTOMOVEL;25-29;29;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;10;OUTUBRO;MASCULINO;MANHA;NAO DISPONIVEL;NAO DISPONIVEL;35-39;39;;NAO DISPONIVEL;NAO DISPONIVEL;DOMINGO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;3;MARCO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;NAO DISPONIVEL;;PEDESTRE;PUBLICO;DOMINGO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;2;FEVEREIRO;MASCULINO;MANHA;CHOQUE;BICICLETA;18-24;24;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;5;MAIO;MASCULINO;TARDE;CHOQUE;AUTOMOVEL;55-59;57;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;6;JUNHO;MASCULINO;MANHA;CHOQUE;MOTOCICLETA;35-39;39;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;7;JULHO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;50-54;51;;PEDESTRE;PUBLICO;QUARTA;Vias Municipais;;;
SAO PAULO;Metropolitana de Sao Paulo;2015;7;JULHO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;65-69;66;;PEDESTRE;PUBLICO;SEXTA;Vias Municipais;;;
